city,instance_id,node_id,role,osmid,lat,lon,x,y,demand,sampling_seed
macau,3,3,customer,6073608213,22.1902106,113.5465152,113.5465152,22.1902106,4,45
macau,3,4,customer,3121536729,22.2002904,113.5381714,113.5381714,22.2002904,5,45
macau,3,5,customer,2927159515,22.1878526,113.5546281,113.5546281,22.1878526,4,45
macau,3,6,customer,3109980730,22.2081172,113.5435789,113.5435789,22.2081172,6,45
macau,3,7,customer,5120079881,22.2016194,113.5418216,113.5418216,22.2016194,8,45
macau,3,8,customer,2840210331,22.1908147,113.5344386,113.5344386,22.1908147,6,45
macau,3,9,customer,2695838151,22.1914939,113.5451734,113.5451734,22.1914939,4,45
macau,3,10,customer,2879195251,22.1956545,113.5373398,113.5373398,22.1956545,6,45
macau,3,11,customer,1938179562,22.2000966,113.5473299,113.5473299,22.2000966,8,45
macau,3,12,customer,3118645186,22.194726,113.5374642,113.5374642,22.194726,8,45
macau,3,13,customer,4065100427,22.2001832,113.5546996,113.5546996,22.2001832,6,45
macau,3,14,customer,5732202943,22.2044187,113.5606971,113.5606971,22.2044187,9,45
macau,3,15,customer,3538333308,22.192878,113.552267,113.552267,22.192878,6,45
macau,3,16,customer,3118664181,22.1952043,113.5362295,113.5362295,22.1952043,4,45
macau,3,17,customer,2168717858,22.1991998,113.5367742,113.5367742,22.1991998,4,45
macau,3,18,customer,5219269239,22.2059459,113.5512037,113.5512037,22.2059459,7,45
macau,3,19,customer,5241286718,22.190014,113.5474868,113.5474868,22.190014,4,45
macau,3,20,customer,2168732587,22.1930507,113.5415309,113.5415309,22.1930507,5,45
macau,4,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,46
macau,4,1,customer,1846266734,22.1873514,113.5533008,113.5533008,22.1873514,5,46
macau,4,2,customer,1522475098,22.2130254,113.5511732,113.5511732,22.2130254,9,46
macau,4,3,customer,8986053273,22.2015018,113.5414344,113.5414344,22.2015018,5,46
macau,4,4,customer,3005526081,22.1925313,113.5435437,113.5435437,22.1925313,5,46
macau,4,5,customer,5089076309,22.2154107,113.5450745,113.5450745,22.2154107,9,46
macau,4,6,customer,1938088886,22.2012525,113.5511043,113.5511043,22.2012525,9,46
macau,4,7,customer,518265219,22.185833,113.5376611,113.5376611,22.185833,4,46
macau,4,8,customer,3122733270,22.2135256,113.5470944,113.5470944,22.2135256,5,46
macau,4,9,customer,1888279432,22.2110671,113.5494703,113.5494703,22.2110671,5,46
macau,4,10,customer,7259892382,22.2080755,113.5596354,113.5596354,22.2080755,6,46
macau,4,11,customer,5219269239,22.2059459,113.5512037,113.5512037,22.2059459,7,46
macau,4,12,customer,3122204363,22.2091575,113.5493657,113.5493657,22.2091575,7,46
macau,4,13,customer,2628861507,22.2026673,113.5396345,113.5396345,22.2026673,6,46
macau,4,14,customer,2803009919,22.1902752,113.5362445,113.5362445,22.1902752,4,46
macau,4,15,customer,1523899646,22.2114527,113.559114,113.559114,22.2114527,7,46
macau,4,16,customer,2397362614,22.1878751,113.5340816,113.5340816,22.1878751,5,46
macau,4,17,customer,1793358410,22.1936935,113.5353205,113.5353205,22.1936935,8,46
macau,4,18,customer,594811262,22.198574,113.5604026,113.5604026,22.198574,5,46
macau,4,19,customer,1867326933,22.1995238,113.5500699,113.5500699,22.1995238,4,46
macau,4,20,customer,6073608213,22.1902106,113.5465152,113.5465152,22.1902106,9,46
macau,5,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,47
macau,5,1,customer,2168772502,22.1912383,113.5352732,113.5352732,22.1912383,5,47
macau,5,2,customer,1793358312,22.1959428,113.5370372,113.5370372,22.1959428,4,47
macau,5,3,customer,1832146536,22.1939038,113.5377649,113.5377649,22.1939038,7,47
macau,5,4,customer,1686083944,22.2102518,113.5437054,113.5437054,22.2102518,4,47
macau,5,5,customer,2392981216,22.1904235,113.5325812,113.5325812,22.1904235,4,47
macau,5,6,customer,6653486836,22.2116502,113.5440992,113.5440992,22.2116502,6,47
macau,5,7,customer,1686118244,22.2123287,113.5442997,113.5442997,22.2123287,7,47
macau,5,8,customer,9060604415,22.2103628,113.5465722,113.5465722,22.2103628,9,47
macau,5,9,customer,5057120321,22.2025587,113.538103,113.538103,22.2025587,4,47
macau,5,10,customer,2948030355,22.2046316,113.5550823,113.5550823,22.2046316,6,47
macau,5,11,customer,1725757035,22.2118932,113.5409446,113.5409446,22.2118932,8,47
macau,5,12,customer,4818550666,22.2087022,113.5465453,113.5465453,22.2087022,9,47
macau,5,13,customer,1944086459,22.2029288,113.5470691,113.5470691,22.2029288,9,47
macau,5,14,customer,1942400753,22.1867863,113.5498374,113.5498374,22.1867863,9,47
macau,5,15,customer,1523899199,22.1943747,113.5544575,113.5544575,22.1943747,9,47
macau,5,16,customer,2803009933,22.1921969,113.5340072,113.5340072,22.1921969,5,47
macau,5,17,customer,1846185749,22.2145506,113.5529205,113.5529205,22.2145506,8,47
macau,5,18,customer,6710512088,22.1923287,113.5419721,113.5419721,22.1923287,9,47
macau,5,19,customer,2168772483,22.189351,113.5379784,113.5379784,22.189351,8,47
macau,5,20,customer,2397362633,22.1894624,113.5347366,113.5347366,22.1894624,7,47
macau,6,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,48
macau,6,1,customer,6703503218,22.1928974,113.5402329,113.5402329,22.1928974,5,48
macau,6,2,customer,3283791844,22.1821261,113.5402058,113.5402058,22.1821261,6,48
macau,6,3,customer,518489633,22.187261,113.5510944,113.5510944,22.187261,4,48
macau,6,4,customer,2628726614,22.2031571,113.5378977,113.5378977,22.2031571,6,48
macau,6,5,customer,8986053282,22.2023969,113.5421628,113.5421628,22.2023969,8,48
macau,6,6,customer,2840210366,22.1918719,113.5393306,113.5393306,22.1918719,7,48
macau,6,7,customer,3121665345,22.2044442,113.5440401,113.5440401,22.2044442,7,48
macau,6,8,customer,3120884814,22.1958592,113.5423329,113.5423329,22.1958592,6,48
macau,6,9,customer,3120904567,22.1951244,113.5420922,113.5420922,22.1951244,6,48
macau,6,10,customer,1793358381,22.1970091,113.5378629,113.5378629,22.1970091,5,48
macau,6,11,customer,1846260837,22.1882026,113.5563179,113.5563179,22.1882026,6,48
macau,6,12,customer,6742377261,22.1936545,113.5400309,113.5400309,22.1936545,5,48
macau,6,13,customer,3536417224,22.2069838,113.5501622,113.5501622,22.2069838,8,48
macau,6,14,customer,1791222177,22.182407,113.5407637,113.5407637,22.182407,8,48
macau,6,15,customer,4045404988,22.2108035,113.5514905,113.5514905,22.2108035,9,48
macau,6,16,customer,2799014012,22.181706,113.5315766,113.5315766,22.181706,7,48
macau,6,17,customer,6073608213,22.1902106,113.5465152,113.5465152,22.1902106,4,48
macau,6,18,customer,1432319732,22.1934123,113.5537307,113.5537307,22.1934123,6,48
macau,6,19,customer,2157626851,22.1965322,113.5446332,113.5446332,22.1965322,5,48
macau,6,20,customer,5350617921,22.1929801,113.5408273,113.5408273,22.1929801,7,48
macau,7,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,49
macau,7,1,customer,1420845489,22.1814482,113.5372171,113.5372171,22.1814482,4,49
macau,7,2,customer,2792179856,22.2151644,113.5508966,113.5508966,22.2151644,5,49
macau,7,3,customer,2492197636,22.2131793,113.5383963,113.5383963,22.2131793,9,49
macau,7,4,customer,7259892382,22.2080755,113.5596354,113.5596354,22.2080755,7,49
macau,7,5,customer,3122204368,22.2102162,113.5498886,113.5498886,22.2102162,6,49
macau,7,6,customer,10872527276,22.2049283,113.5415683,113.5415683,22.2049283,5,49
macau,7,7,customer,9597652491,22.1816181,113.5317724,113.5317724,22.1816181,4,49
macau,7,8,customer,2837951718,22.1935177,113.5363339,113.5363339,22.1935177,5,49
macau,7,9,customer,1942291786,22.1903348,113.5489608,113.5489608,22.1903348,4,49
macau,7,10,customer,3120884814,22.1958592,113.5423329,113.5423329,22.1958592,6,49
macau,7,11,customer,5206538759,22.2046415,113.5518367,113.5518367,22.2046415,9,49
macau,7,12,customer,6677368238,22.2008828,113.54606,113.54606,22.2008828,6,49
macau,7,13,customer,3283791880,22.1827021,113.5386617,113.5386617,22.1827021,7,49
macau,7,14,customer,1816987765,22.1886761,113.552822,113.552822,22.1886761,9,49
macau,7,15,customer,1725757010,22.203387,113.5463922,113.5463922,22.203387,9,49
macau,7,16,customer,13619373459,22.1909754,113.5417954,113.5417954,22.1909754,9,49
macau,7,17,customer,3120932873,22.1924152,113.5472638,113.5472638,22.1924152,8,49
macau,7,18,customer,1985616393,22.1953786,113.5431329,113.5431329,22.1953786,6,49
macau,7,19,customer,10695001189,22.2031777,113.550613,113.550613,22.2031777,9,49
macau,7,20,customer,2161114139,22.1885816,113.5349642,113.5349642,22.1885816,6,49
macau,8,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,50
macau,8,1,customer,6324205489,22.211237,113.5397163,113.5397163,22.211237,7,50
macau,8,2,customer,1938123379,22.2022407,113.5464915,113.5464915,22.2022407,4,50
macau,8,3,customer,5206470127,22.2095715,113.5448742,113.5448742,22.2095715,6,50
macau,8,4,customer,2992379501,22.1815336,113.5404336,113.5404336,22.1815336,7,50
macau,8,5,customer,10872527275,22.2050075,113.5415464,113.5415464,22.2050075,6,50
macau,8,6,customer,1938030178,22.2101692,113.5566955,113.5566955,22.2101692,9,50
macau,8,7,customer,9119426224,22.2114048,113.5442782,113.5442782,22.2114048,8,50
macau,8,8,customer,9048565921,22.2150488,113.5442029,113.5442029,22.2150488,5,50
macau,8,9,customer,6324204577,22.2111022,113.5397263,113.5397263,22.2111022,4,50
macau,8,10,customer,3016309133,22.1931016,113.5550117,113.5550117,22.1931016,7,50
macau,8,11,customer,3536417224,22.2069838,113.5501622,113.5501622,22.2069838,5,50
macau,8,12,customer,2168717513,22.1960494,113.5439401,113.5439401,22.1960494,9,50
macau,8,13,customer,5350616667,22.2046808,113.5499767,113.5499767,22.2046808,5,50
macau,8,14,customer,1867326958,22.1921475,113.5456341,113.5456341,22.1921475,8,50
macau,8,15,customer,6267134361,22.2093823,113.5511305,113.5511305,22.2093823,6,50
macau,8,16,customer,4094733279,22.2141454,113.5499375,113.5499375,22.2141454,5,50
macau,8,17,customer,1888012646,22.2059838,113.5545091,113.5545091,22.2059838,5,50
macau,8,18,customer,3265331002,22.2107129,113.5539486,113.5539486,22.2107129,6,50
macau,8,19,customer,3283791916,22.1831516,113.5390347,113.5390347,22.1831516,8,50
macau,8,20,customer,1449241533,22.196618,113.5519504,113.5519504,22.196618,4,50
macau,9,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,51
macau,9,1,customer,1888339039,22.2115681,113.5516088,113.5516088,22.2115681,7,51
macau,9,2,customer,1942292058,22.1993642,113.5615426,113.5615426,22.1993642,7,51
macau,9,3,customer,7195542367,22.1974253,113.5374627,113.5374627,22.1974253,8,51
macau,9,4,customer,1846717063,22.181671,113.539171,113.539171,22.181671,6,51
macau,9,5,customer,2157626954,22.1980136,113.5451734,113.5451734,22.1980136,7,51
macau,9,6,customer,4598093050,22.2110009,113.5409977,113.5409977,22.2110009,6,51
macau,9,7,customer,8986275868,22.2097959,113.5423572,113.5423572,22.2097959,5,51
macau,9,8,customer,2161114123,22.1852364,113.5350525,113.5350525,22.1852364,5,51
macau,9,9,customer,13540771643,22.1874402,113.5510153,113.5510153,22.1874402,4,51
macau,9,10,customer,2561573398,22.1911151,113.5346127,113.5346127,22.1911151,9,51
macau,9,11,customer,1942810195,22.202184,113.5498494,113.5498494,22.202184,4,51
macau,9,12,customer,1832146661,22.2000276,113.5405406,113.5405406,22.2000276,7,51
macau,9,13,customer,5350781892,22.1959764,113.5438856,113.5438856,22.1959764,6,51
macau,9,14,customer,1846266729,22.1886421,113.5527319,113.5527319,22.1886421,7,51
macau,9,15,customer,8968736163,22.1981213,113.539922,113.539922,22.1981213,4,51
macau,9,16,customer,2054222273,22.2093696,113.5415808,113.5415808,22.2093696,4,51
macau,9,17,customer,6066765137,22.1873378,113.5323041,113.5323041,22.1873378,5,51
macau,9,18,customer,6280507730,22.1912678,113.5343023,113.5343023,22.1912678,6,51
macau,9,19,customer,2168720779,22.2154848,113.5469044,113.5469044,22.2154848,6,51
macau,9,20,customer,1942291777,22.189689,113.5455622,113.5455622,22.189689,5,51
macau,10,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,52
macau,10,1,customer,7259892372,22.207815,113.559673,113.559673,22.207815,4,52
macau,10,2,customer,3016308382,22.1857442,113.5341968,113.5341968,22.1857442,4,52
macau,10,3,customer,5447611071,22.2016424,113.5377416,113.5377416,22.2016424,6,52
macau,10,4,customer,24329810,22.1939451,113.5354534,113.5354534,22.1939451,5,52
macau,10,5,customer,2168717319,22.194532,113.554221,113.554221,22.194532,9,52
macau,10,6,customer,9076892223,22.2066631,113.5429207,113.5429207,22.2066631,5,52
macau,10,7,customer,10680578749,22.2087376,113.5498757,113.5498757,22.2087376,6,52
macau,10,8,customer,10872768330,22.2080689,113.5357616,113.5357616,22.2080689,4,52
macau,10,9,customer,9041342207,22.2133451,113.5367492,113.5367492,22.2133451,8,52
macau,10,10,customer,2837951711,22.1922767,113.5359923,113.5359923,22.1922767,4,52
macau,10,11,customer,9026600199,22.2039205,113.5492106,113.5492106,22.2039205,7,52
macau,10,12,customer,1938088908,22.2028476,113.5470009,113.5470009,22.2028476,5,52
macau,10,13,customer,1688041212,22.2113577,113.5465972,113.5465972,22.2113577,5,52
macau,10,14,customer,1888485245,22.2132364,113.5520732,113.5520732,22.2132364,9,52
macau,10,15,customer,8537200225,22.185054,113.5370958,113.5370958,22.185054,8,52
macau,10,16,customer,3118672958,22.1897905,113.5421924,113.5421924,22.1897905,4,52
macau,10,17,customer,1942810203,22.2048227,113.5467776,113.5467776,22.2048227,5,52
macau,10,18,customer,3121922993,22.2036041,113.5465742,113.5465742,22.2036041,5,52
macau,10,19,customer,1888279346,22.2101248,113.5493274,113.5493274,22.2101248,7,52
macau,10,20,customer,1888279409,22.2118325,113.5495865,113.5495865,22.2118325,5,52
macau,11,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,53
macau,11,1,customer,518481405,22.1940808,113.5542356,113.5542356,22.1940808,8,53
macau,11,2,customer,4831451082,22.195747,113.5450203,113.5450203,22.195747,4,53
macau,11,3,customer,3376575517,22.2103344,113.5587477,113.5587477,22.2103344,6,53
macau,11,4,customer,5089076309,22.2154107,113.5450745,113.5450745,22.2154107,5,53
macau,11,5,customer,4133652780,22.2087107,113.5434776,113.5434776,22.2087107,4,53
macau,11,6,customer,1686119464,22.2114115,113.5456526,113.5456526,22.2114115,6,53
macau,11,7,customer,2803009934,22.1927065,113.5344171,113.5344171,22.1927065,4,53
macau,11,8,customer,5104307033,22.1999837,113.5495558,113.5495558,22.1999837,7,53
macau,11,9,customer,8968736169,22.199306,113.5407935,113.5407935,22.199306,8,53
macau,11,10,customer,1791226759,22.1805216,113.5394514,113.5394514,22.1805216,4,53
macau,11,11,customer,4045405389,22.2097541,113.5512766,113.5512766,22.2097541,9,53
macau,11,12,customer,6066765137,22.1873378,113.5323041,113.5323041,22.1873378,7,53
macau,11,13,customer,1844682750,22.1902413,113.5369399,113.5369399,22.1902413,8,53
macau,11,14,customer,10827443252,22.2051106,113.5426788,113.5426788,22.2051106,8,53
macau,11,15,customer,2027471428,22.1888566,113.5438892,113.5438892,22.1888566,7,53
macau,11,16,customer,3538333351,22.193452,113.5535485,113.5535485,22.193452,6,53
macau,11,17,customer,6054835907,22.2135225,113.5481803,113.5481803,22.2135225,9,53
macau,11,18,customer,9609181902,22.1842067,113.5303183,113.5303183,22.1842067,4,53
macau,11,19,customer,1942467219,22.1919747,113.5490398,113.5490398,22.1919747,9,53
macau,11,20,customer,6267134361,22.2093823,113.5511305,113.5511305,22.2093823,9,53
macau,12,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,54
macau,12,1,customer,6681103463,22.1872913,113.5332032,113.5332032,22.1872913,7,54
macau,12,2,customer,5117524805,22.2001254,113.5497252,113.5497252,22.2001254,4,54
macau,12,3,customer,3121926661,22.2053621,113.5453977,113.5453977,22.2053621,8,54
macau,12,4,customer,2392996561,22.1889532,113.5330846,113.5330846,22.1889532,6,54
macau,12,5,customer,3119898348,22.1973538,113.5378569,113.5378569,22.1973538,8,54
macau,12,6,customer,1846716363,22.1813516,113.5409972,113.5409972,22.1813516,5,54
macau,12,7,customer,1523899367,22.1989377,113.5473435,113.5473435,22.1989377,4,54
macau,12,8,customer,1791222177,22.182407,113.5407637,113.5407637,22.182407,8,54
macau,12,9,customer,7392118514,22.212792,113.5374628,113.5374628,22.212792,4,54
macau,12,10,customer,2837123367,22.1920241,113.5368401,113.5368401,22.1920241,6,54
macau,12,11,customer,5113773841,22.2068864,113.5534203,113.5534203,22.2068864,5,54
macau,12,12,customer,8986053292,22.2006635,113.5416006,113.5416006,22.2006635,4,54
macau,12,13,customer,2161114139,22.1885816,113.5349642,113.5349642,22.1885816,7,54
macau,12,14,customer,8957557745,22.1971463,113.5436244,113.5436244,22.1971463,7,54
macau,12,15,customer,1941289222,22.2001384,113.5372386,113.5372386,22.2001384,9,54
macau,12,16,customer,3415474993,22.2113278,113.547121,113.547121,22.2113278,7,54
macau,12,17,customer,1941289254,22.2031059,113.5405917,113.5405917,22.2031059,9,54
macau,12,18,customer,2629540340,22.2017387,113.5372744,113.5372744,22.2017387,6,54
macau,12,19,customer,1525030848,22.2011344,113.5541267,113.5541267,22.2011344,5,54
macau,12,20,customer,1942291890,22.195334,113.5548909,113.5548909,22.195334,7,54
macau,13,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,55
macau,13,1,customer,5350616711,22.203551,113.5457815,113.5457815,22.203551,6,55
macau,13,2,customer,4067977669,22.2064576,113.544448,113.544448,22.2064576,7,55
macau,13,3,customer,4045404988,22.2108035,113.5514905,113.5514905,22.2108035,6,55
macau,13,4,customer,6852434199,22.209081,113.5494228,113.5494228,22.209081,7,55
macau,13,5,customer,4246361273,22.2123706,113.5427809,113.5427809,22.2123706,7,55
macau,13,6,customer,6324204577,22.2111022,113.5397263,113.5397263,22.2111022,4,55
macau,13,7,customer,2555569509,22.2008839,113.5374556,113.5374556,22.2008839,4,55
macau,13,8,customer,1516025645,22.1839351,113.5376648,113.5376648,22.1839351,8,55
macau,13,9,customer,5104353668,22.1898715,113.5499429,113.5499429,22.1898715,4,55
macau,13,10,customer,2695838152,22.1912032,113.5452474,113.5452474,22.1912032,7,55
macau,13,11,customer,1725757061,22.1997917,113.5470937,113.5470937,22.1997917,5,55
macau,13,12,customer,3120751102,22.1965675,113.5371392,113.5371392,22.1965675,8,55
macau,13,13,customer,1846716360,22.1812787,113.5409047,113.5409047,22.1812787,7,55
macau,13,14,customer,1846266733,22.1899466,113.5521569,113.5521569,22.1899466,9,55
macau,13,15,customer,9026600176,22.2071334,113.5461507,113.5461507,22.2071334,7,55
macau,13,16,customer,9038390252,22.2025033,113.5380106,113.5380106,22.2025033,8,55
macau,13,17,customer,1942779519,22.1992657,113.547592,113.547592,22.1992657,5,55
macau,13,18,customer,2555569521,22.2009285,113.5380252,113.5380252,22.2009285,7,55
macau,13,19,customer,5241286718,22.190014,113.5474868,113.5474868,22.190014,5,55
macau,13,20,customer,1867311193,22.1969193,113.5530164,113.5530164,22.1969193,4,55
macau,14,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,56
macau,14,1,customer,1936845054,22.204771,113.5436441,113.5436441,22.204771,8,56
macau,14,2,customer,11138948268,22.1980731,113.5435297,113.5435297,22.1980731,5,56
macau,14,3,customer,1867326937,22.1948372,113.5461068,113.5461068,22.1948372,5,56
macau,14,4,customer,3120902313,22.1931639,113.5471337,113.5471337,22.1931639,7,56
macau,14,5,customer,2391874044,22.2053513,113.5497197,113.5497197,22.2053513,7,56
macau,14,6,customer,3121932624,22.2048695,113.5477997,113.5477997,22.2048695,9,56
macau,14,7,customer,1816987764,22.1880223,113.5531102,113.5531102,22.1880223,6,56
macau,14,8,customer,2168717246,22.1910389,113.5452978,113.5452978,22.1910389,8,56
macau,14,9,customer,12328602709,22.2059701,113.5599159,113.5599159,22.2059701,5,56
macau,14,10,customer,9571012778,22.1903868,113.5370815,113.5370815,22.1903868,9,56
macau,14,11,customer,1944566041,22.2111502,113.5483383,113.5483383,22.2111502,7,56
macau,14,12,customer,9025133715,22.2038622,113.54679,113.54679,22.2038622,4,56
macau,14,13,customer,518478431,22.1946662,113.5510425,113.5510425,22.1946662,8,56
macau,14,14,customer,4238927369,22.207364,113.5425138,113.5425138,22.207364,6,56
macau,14,15,customer,3121911846,22.200962,113.5455183,113.5455183,22.200962,6,56
macau,14,16,customer,2961445067,22.2008842,113.5468672,113.5468672,22.2008842,6,56
macau,14,17,customer,1942291890,22.195334,113.5548909,113.5548909,22.195334,8,56
macau,14,18,customer,9176492158,22.2091568,113.5537063,113.5537063,22.2091568,9,56
macau,14,19,customer,2027444199,22.1921795,113.5489496,113.5489496,22.1921795,9,56
macau,14,20,customer,4234067418,22.2143829,113.5499721,113.5499721,22.2143829,6,56
macau,15,0,depot,9507613535,22.1980692,113.5429308,113.5429308,22.1980692,0,57
macau,15,1,customer,3122656626,22.2072301,113.5494145,113.5494145,22.2072301,6,57
macau,15,2,customer,6240043564,22.2127211,113.5516565,113.5516565,22.2127211,9,57
macau,15,3,customer,4247967268,22.2138713,113.5486476,113.5486476,22.2138713,6,57
macau,15,4,customer,1942779508,22.1960011,113.5518915,113.5518915,22.1960011,6,57
macau,15,5,customer,3737506743,22.2096198,113.5504231,113.5504231,22.2096198,8,57
macau,15,6,customer,1791209582,22.1828916,113.5390723,113.5390723,22.1828916,8,57
macau,15,7,customer,1942779519,22.1992657,113.547592,113.547592,22.1992657,9,57
macau,15,8,customer,1449241529,22.2126818,113.5490578,113.5490578,22.2126818,9,57
macau,15,9,customer,2168717202,22.1904183,113.5496852,113.5496852,22.1904183,7,57
macau,15,10,customer,6652450269,22.2062647,113.5498698,113.5498698,22.2062647,8,57
